test,device,signal,value,timestamp,delta
1,,,,,
,raspberry-pi,gpio5,1,2026-04-17T03:43:51.395Z,19060
,raspberry-pi,gpio5,0,2026-04-17T03:43:51.413Z,5
,raspberry-pi,gpio26,0,2026-04-17T03:43:51.420Z,80
,raspberry-pi,gpio5,1,2026-04-17T03:43:51.433Z,33
,raspberry-pi,gpio5,0,2026-04-17T03:43:51.499Z,5
,raspberry-pi,gpio17,0,2026-04-17T03:43:56.482Z,11547
,raspberry-pi,gpio17,1,2026-04-17T03:43:57.038Z,564
,raspberry-pi,gpio17,0,2026-04-17T03:44:02.205Z,5015
,raspberry-pi,gpio17,1,2026-04-17T03:44:04.034Z,1981
,raspberry-pi,gpio6,1,2026-04-17T03:44:08.804Z,17091
,raspberry-pi,gpio6,0,2026-04-17T03:44:08.962Z,767
,raspberry-pi,gpio6,1,2026-04-17T03:44:08.967Z,155
,raspberry-pi,gpio6,0,2026-04-17T03:44:09.011Z,4
,raspberry-pi,gpio6,1,2026-04-17T03:44:09.015Z,44
,raspberry-pi,gpio6,0,2026-04-17T03:44:09.019Z,4
,raspberry-pi,gpio6,1,2026-04-17T03:44:09.023Z,4
,raspberry-pi,gpio6,0,2026-04-17T03:44:09.036Z,5
,raspberry-pi,gpio6,1,2026-04-17T03:44:09.040Z,12
,raspberry-pi,gpio6,0,2026-04-17T03:44:09.118Z,4
,raspberry-pi,gpio6,1,2026-04-17T03:44:09.173Z,78
,raspberry-pi,gpio6,0,2026-04-17T03:44:09.188Z,57
,raspberry-pi,gpio6,1,2026-04-17T03:44:09.200Z,13
,raspberry-pi,gpio6,0,2026-04-17T03:44:09.204Z,12
,raspberry-pi,gpio6,1,2026-04-17T03:44:09.228Z,5
,raspberry-pi,gpio6,0,2026-04-17T03:44:09.364Z,25
,raspberry-pi,gpio26,1,2026-04-17T03:44:09.796Z,18378
,raspberry-pi,gpio6,1,2026-04-17T03:44:09.821Z,567
,raspberry-pi,gpio6,0,2026-04-17T03:44:10.024Z,27
,raspberry-pi,gpio5,1,2026-04-17T03:44:10.034Z,18596
,raspberry-pi,gpio5,0,2026-04-17T03:44:10.332Z,5
,raspberry-pi,gpio26,0,2026-04-17T03:44:10.339Z,544
,raspberry-pi,gpio26,1,2026-04-17T03:44:10.442Z,102
,raspberry-pi,gpio5,1,2026-04-17T03:44:10.503Z,464
,raspberry-pi,gpio26,0,2026-04-17T03:44:10.533Z,69
,raspberry-pi,gpio5,0,2026-04-17T03:44:10.599Z,35
,raspberry-pi,gpio17,0,2026-04-17T03:44:15.671Z,11630
,raspberry-pi,gpio17,1,2026-04-17T03:44:16.027Z,364
,raspberry-pi,gpio17,0,2026-04-17T03:44:21.132Z,5073
,raspberry-pi,gpio17,1,2026-04-17T03:44:23.102Z,2002
,raspberry-pi,gpio6,1,2026-04-17T03:44:27.900Z,18071
,raspberry-pi,gpio6,0,2026-04-17T03:44:28.138Z,9
,raspberry-pi,gpio6,1,2026-04-17T03:44:28.148Z,240
,raspberry-pi,gpio6,0,2026-04-17T03:44:28.164Z,6
,raspberry-pi,gpio6,1,2026-04-17T03:44:28.168Z,14
,raspberry-pi,gpio6,0,2026-04-17T03:44:28.405Z,5
,raspberry-pi,gpio6,1,2026-04-17T03:44:28.424Z,237
,raspberry-pi,gpio6,0,2026-04-17T03:44:28.448Z,19
,raspberry-pi,gpio26,1,2026-04-17T03:44:28.895Z,17942
,raspberry-pi,gpio6,1,2026-04-17T03:44:28.926Z,472
,raspberry-pi,gpio6,0,2026-04-17T03:44:29.164Z,34
,raspberry-pi,gpio6,1,2026-04-17T03:44:29.198Z,234
,raspberry-pi,gpio6,0,2026-04-17T03:44:29.205Z,36
,raspberry-pi,gpio26,0,2026-04-17T03:44:29.435Z,758
,raspberry-pi,gpio26,1,2026-04-17T03:44:29.538Z,327
,raspberry-pi,gpio26,0,2026-04-17T03:44:29.622Z,7
,raspberry-pi,gpio5,1,2026-04-17T03:44:29.631Z,19093
,raspberry-pi,gpio5,0,2026-04-17T03:44:29.696Z,6
,raspberry-pi,gpio17,0,2026-04-17T03:44:34.742Z,11616
,raspberry-pi,gpio17,1,2026-04-17T03:44:35.293Z,577
,raspberry-pi,gpio26,1,2026-04-17T03:44:37.866Z,8321
,raspberry-pi,gpio6,1,2026-04-17T03:44:37.959Z,8674
,raspberry-pi,gpio17,0,2026-04-17T03:44:40.579Z,5259
,raspberry-pi,gpio6,0,2026-04-17T03:44:52.664Z,14724
,raspberry-pi,gpio26,0,2026-04-17T03:44:53.541Z,14807
,raspberry-pi,gpio26,1,2026-04-17T03:44:55.030Z,1876
,raspberry-pi,gpio6,1,2026-04-17T03:44:55.219Z,2438
,raspberry-pi,gpio6,0,2026-04-17T03:44:55.237Z,185
,raspberry-pi,gpio26,0,2026-04-17T03:44:55.256Z,693
,raspberry-pi,gpio17,1,2026-04-17T03:44:57.281Z,16727
,raspberry-pi,gpio6,1,2026-04-17T03:45:01.850Z,6070
,raspberry-pi,gpio6,0,2026-04-17T03:45:02.090Z,563
,raspberry-pi,gpio6,1,2026-04-17T03:45:02.110Z,236
,raspberry-pi,gpio6,0,2026-04-17T03:45:02.140Z,22
,raspberry-pi,gpio6,1,2026-04-17T03:45:02.163Z,46
,raspberry-pi,gpio6,0,2026-04-17T03:45:02.193Z,6
,raspberry-pi,gpio6,1,2026-04-17T03:45:02.230Z,28
,raspberry-pi,gpio6,0,2026-04-17T03:45:02.248Z,41
,raspberry-pi,gpio6,1,2026-04-17T03:45:02.270Z,15
,raspberry-pi,gpio6,0,2026-04-17T03:45:02.293Z,25
,raspberry-pi,gpio6,1,2026-04-17T03:45:02.306Z,20
,raspberry-pi,gpio6,0,2026-04-17T03:45:02.340Z,12
,raspberry-pi,gpio6,1,2026-04-17T03:45:02.345Z,35
,raspberry-pi,gpio6,0,2026-04-17T03:45:02.353Z,6
,raspberry-pi,gpio6,1,2026-04-17T03:45:02.378Z,6
,raspberry-pi,gpio6,0,2026-04-17T03:45:02.422Z,27
,raspberry-pi,gpio26,1,2026-04-17T03:45:02.860Z,7619
,raspberry-pi,gpio6,1,2026-04-17T03:45:02.883Z,484
,raspberry-pi,gpio5,1,2026-04-17T03:45:03.078Z,33252
,raspberry-pi,gpio6,0,2026-04-17T03:45:03.141Z,219
,raspberry-pi,gpio5,0,2026-04-17T03:45:03.351Z,258
,raspberry-pi,gpio26,0,2026-04-17T03:45:03.397Z,497
,raspberry-pi,gpio26,1,2026-04-17T03:45:03.491Z,134
,raspberry-pi,gpio5,1,2026-04-17T03:45:03.595Z,448
,raspberry-pi,gpio26,0,2026-04-17T03:45:03.601Z,104
,raspberry-pi,gpio5,0,2026-04-17T03:45:03.654Z,11
,raspberry-pi,gpio26,1,2026-04-17T03:45:12.466Z,8871
,raspberry-pi,gpio6,1,2026-04-17T03:45:12.552Z,9387
,raspberry-pi,gpio17,0,2026-04-17T03:45:14.226Z,16280
,raspberry-pi,gpio6,0,2026-04-17T03:45:40.395Z,27792
,raspberry-pi,gpio26,0,2026-04-17T03:45:41.214Z,27937
,raspberry-pi,gpio26,1,2026-04-17T03:45:41.766Z,1363
,raspberry-pi,gpio6,1,2026-04-17T03:45:41.791Z,1525
,raspberry-pi,gpio6,0,2026-04-17T03:45:41.812Z,8
,raspberry-pi,gpio26,0,2026-04-17T03:45:41.823Z,50
,raspberry-pi,gpio17,1,2026-04-17T03:45:44.032Z,30473
,raspberry-pi,gpio6,1,2026-04-17T03:45:48.801Z,6248
,raspberry-pi,gpio6,0,2026-04-17T03:45:49.271Z,774
,raspberry-pi,gpio6,1,2026-04-17T03:45:49.281Z,456
,raspberry-pi,gpio6,0,2026-04-17T03:45:49.356Z,10
,raspberry-pi,gpio6,1,2026-04-17T03:45:49.361Z,74
,raspberry-pi,gpio6,0,2026-04-17T03:45:49.372Z,5
,raspberry-pi,gpio26,1,2026-04-17T03:45:49.806Z,7989
,raspberry-pi,gpio6,1,2026-04-17T03:45:49.829Z,452
,raspberry-pi,gpio6,0,2026-04-17T03:45:50.097Z,16
,raspberry-pi,gpio5,1,2026-04-17T03:45:50.122Z,46516
,raspberry-pi,gpio5,0,2026-04-17T03:45:50.304Z,9
,raspberry-pi,gpio26,0,2026-04-17T03:45:50.342Z,505
,raspberry-pi,gpio26,1,2026-04-17T03:45:50.450Z,139
,raspberry-pi,gpio5,1,2026-04-17T03:45:50.494Z,363
,raspberry-pi,gpio26,0,2026-04-17T03:45:50.529Z,53
,raspberry-pi,gpio5,0,2026-04-17T03:45:50.600Z,41
,raspberry-pi,gpio17,0,2026-04-17T03:45:55.807Z,11740
,raspberry-pi,gpio17,1,2026-04-17T03:45:56.276Z,503
,raspberry-pi,gpio17,0,2026-04-17T03:46:01.384Z,5075
,raspberry-pi,gpio17,1,2026-04-17T03:46:03.117Z,1766
,raspberry-pi,gpio6,1,2026-04-17T03:46:07.897Z,18063
,raspberry-pi,gpio6,0,2026-04-17T03:46:08.163Z,8
,raspberry-pi,gpio6,1,2026-04-17T03:46:08.177Z,263
,raspberry-pi,gpio6,0,2026-04-17T03:46:08.234Z,14
,raspberry-pi,gpio6,1,2026-04-17T03:46:08.249Z,57
,raspberry-pi,gpio6,0,2026-04-17T03:46:08.267Z,16
,raspberry-pi,gpio6,1,2026-04-17T03:46:08.276Z,20
,raspberry-pi,gpio6,0,2026-04-17T03:46:08.337Z,7
,raspberry-pi,gpio6,1,2026-04-17T03:46:08.348Z,60
,raspberry-pi,gpio6,0,2026-04-17T03:46:08.403Z,11
,raspberry-pi,gpio6,1,2026-04-17T03:46:08.432Z,56
,raspberry-pi,gpio6,0,2026-04-17T03:46:08.450Z,30
,raspberry-pi,gpio26,1,2026-04-17T03:46:08.904Z,18402
,raspberry-pi,gpio6,1,2026-04-17T03:46:08.925Z,477
,raspberry-pi,gpio5,1,2026-04-17T03:46:09.123Z,18587
,raspberry-pi,gpio6,0,2026-04-17T03:46:09.158Z,216
,raspberry-pi,gpio5,0,2026-04-17T03:46:09.162Z,40
,raspberry-pi,gpio5,1,2026-04-17T03:46:09.213Z,51
,raspberry-pi,gpio5,0,2026-04-17T03:46:09.345Z,9
,raspberry-pi,gpio26,0,2026-04-17T03:46:09.438Z,446
,raspberry-pi,gpio26,1,2026-04-17T03:46:09.539Z,189
,raspberry-pi,gpio26,0,2026-04-17T03:46:09.633Z,10
,raspberry-pi,gpio5,1,2026-04-17T03:46:09.639Z,416
,raspberry-pi,gpio5,0,2026-04-17T03:46:09.694Z,7
,raspberry-pi,gpio17,0,2026-04-17T03:46:20.294Z,17142
,raspberry-pi,gpio17,1,2026-04-17T03:46:22.201Z,1940
,raspberry-pi,gpio22,0,2026-04-17T03:46:24.211Z,300245
,raspberry-pi,gpio6,1,2026-04-17T03:46:26.985Z,17089
,raspberry-pi,gpio6,0,2026-04-17T03:46:27.316Z,772
,raspberry-pi,gpio6,1,2026-04-17T03:46:27.338Z,345
,raspberry-pi,gpio6,0,2026-04-17T03:46:27.378Z,7
,raspberry-pi,gpio6,1,2026-04-17T03:46:27.453Z,108
,raspberry-pi,gpio6,0,2026-04-17T03:46:27.469Z,6
,raspberry-pi,gpio6,1,2026-04-17T03:46:27.480Z,14
,raspberry-pi,gpio6,0,2026-04-17T03:46:27.493Z,14
,raspberry-pi,gpio6,1,2026-04-17T03:46:27.504Z,11
,raspberry-pi,gpio6,0,2026-04-17T03:46:27.547Z,13
,raspberry-pi,gpio26,1,2026-04-17T03:46:27.989Z,18003
,raspberry-pi,gpio6,1,2026-04-17T03:46:28.012Z,491
,raspberry-pi,gpio5,1,2026-04-17T03:46:28.237Z,18592
,raspberry-pi,gpio6,0,2026-04-17T03:46:28.255Z,244
,raspberry-pi,gpio5,0,2026-04-17T03:46:28.270Z,23
,raspberry-pi,gpio26,0,2026-04-17T03:46:28.531Z,723
,raspberry-pi,gpio26,1,2026-04-17T03:46:28.631Z,355
,raspberry-pi,gpio5,1,2026-04-17T03:46:28.675Z,415
,raspberry-pi,gpio26,0,2026-04-17T03:46:28.723Z,53
,raspberry-pi,gpio5,0,2026-04-17T03:46:28.790Z,53
,raspberry-pi,gpio10,1,2026-04-17T03:46:29.484Z,221393
,raspberry-pi,gpio17,0,2026-04-17T03:46:39.634Z,17402
,raspberry-pi,gpio17,1,2026-04-17T03:46:41.326Z,1726
,raspberry-pi,gpio6,1,2026-04-17T03:46:46.094Z,17096
,raspberry-pi,gpio6,0,2026-04-17T03:46:46.357Z,764
,raspberry-pi,gpio6,1,2026-04-17T03:46:46.364Z,255
,raspberry-pi,gpio6,0,2026-04-17T03:46:46.382Z,9
,raspberry-pi,gpio6,1,2026-04-17T03:46:46.528Z,158
,raspberry-pi,gpio6,0,2026-04-17T03:46:46.591Z,7
,raspberry-pi,gpio6,1,2026-04-17T03:46:46.596Z,61
,raspberry-pi,gpio6,0,2026-04-17T03:46:46.636Z,5
,raspberry-pi,gpio26,1,2026-04-17T03:46:47.083Z,17958
,raspberry-pi,gpio6,1,2026-04-17T03:46:47.109Z,508
,raspberry-pi,gpio6,0,2026-04-17T03:46:47.265Z,8
,raspberry-pi,gpio6,1,2026-04-17T03:46:47.302Z,153
,raspberry-pi,gpio6,0,2026-04-17T03:46:47.308Z,38
,raspberry-pi,gpio26,0,2026-04-17T03:46:47.621Z,672
,raspberry-pi,gpio26,1,2026-04-17T03:46:47.728Z,415
,raspberry-pi,gpio26,0,2026-04-17T03:46:47.815Z,10
,raspberry-pi,gpio5,1,2026-04-17T03:46:47.824Z,19095
,raspberry-pi,gpio5,0,2026-04-17T03:46:47.883Z,8
,raspberry-pi,gpio22,1,2026-04-17T03:46:52.565Z,28354
,raspberry-pi,gpio17,0,2026-04-17T03:46:53.133Z,11790
,raspberry-pi,gpio17,1,2026-04-17T03:46:53.284Z,167
,raspberry-pi,gpio17,0,2026-04-17T03:46:58.565Z,5274
,raspberry-pi,gpio17,1,2026-04-17T03:47:00.402Z,1843
,raspberry-pi,gpio6,1,2026-04-17T03:47:05.201Z,17110
,raspberry-pi,gpio6,0,2026-04-17T03:47:05.472Z,794
,raspberry-pi,gpio6,1,2026-04-17T03:47:05.496Z,265
,raspberry-pi,gpio6,0,2026-04-17T03:47:05.501Z,24
,raspberry-pi,gpio6,1,2026-04-17T03:47:05.523Z,7
,raspberry-pi,gpio6,0,2026-04-17T03:47:05.532Z,21
,raspberry-pi,gpio6,1,2026-04-17T03:47:05.548Z,7
,raspberry-pi,gpio6,0,2026-04-17T03:47:05.560Z,19
,raspberry-pi,gpio6,1,2026-04-17T03:47:05.573Z,18
,raspberry-pi,gpio6,0,2026-04-17T03:47:05.586Z,7
,raspberry-pi,gpio6,1,2026-04-17T03:47:05.715Z,10
,raspberry-pi,gpio6,0,2026-04-17T03:47:05.737Z,132
,raspberry-pi,gpio26,1,2026-04-17T03:47:06.168Z,18430
,raspberry-pi,gpio6,1,2026-04-17T03:47:06.195Z,456
,raspberry-pi,gpio10,0,2026-04-17T03:47:06.247Z,36746
,raspberry-pi,gpio6,0,2026-04-17T03:47:06.449Z,76
,raspberry-pi,gpio26,0,2026-04-17T03:47:06.716Z,285
,raspberry-pi,gpio26,1,2026-04-17T03:47:06.823Z,269
,raspberry-pi,gpio26,0,2026-04-17T03:47:06.909Z,111
,raspberry-pi,gpio5,1,2026-04-17T03:47:06.915Z,19083
,raspberry-pi,gpio5,0,2026-04-17T03:47:06.975Z,9
,raspberry-pi,gpio17,0,2026-04-17T03:47:12.056Z,11585
,raspberry-pi,gpio17,1,2026-04-17T03:47:12.642Z,657
,raspberry-pi,gpio17,0,2026-04-17T03:47:17.694Z,5030
,raspberry-pi,gpio17,1,2026-04-17T03:47:19.526Z,1854
,raspberry-pi,gpio6,1,2026-04-17T03:47:24.286Z,17287
,raspberry-pi,gpio6,0,2026-04-17T03:47:24.730Z,756
,raspberry-pi,gpio6,1,2026-04-17T03:47:24.748Z,451
,raspberry-pi,gpio6,0,2026-04-17T03:47:24.760Z,9
,raspberry-pi,gpio6,1,2026-04-17T03:47:24.765Z,8
,raspberry-pi,gpio6,0,2026-04-17T03:47:24.772Z,5
,raspberry-pi,gpio6,1,2026-04-17T03:47:24.816Z,7
,raspberry-pi,gpio6,0,2026-04-17T03:47:24.833Z,45
,raspberry-pi,gpio26,1,2026-04-17T03:47:25.254Z,18420
,raspberry-pi,gpio6,1,2026-04-17T03:47:25.281Z,442
,raspberry-pi,gpio6,0,2026-04-17T03:47:25.428Z,26
,raspberry-pi,gpio5,1,2026-04-17T03:47:25.454Z,18511
,raspberry-pi,gpio6,1,2026-04-17T03:47:25.478Z,188
,raspberry-pi,gpio6,0,2026-04-17T03:47:25.488Z,5
,raspberry-pi,gpio5,0,2026-04-17T03:47:25.805Z,59
,raspberry-pi,gpio26,0,2026-04-17T03:47:25.811Z,557
,raspberry-pi,gpio26,1,2026-04-17T03:47:25.909Z,99
,raspberry-pi,gpio26,0,2026-04-17T03:47:26.000Z,10
,raspberry-pi,gpio5,1,2026-04-17T03:47:26.008Z,515
,raspberry-pi,gpio5,0,2026-04-17T03:47:26.070Z,7
,raspberry-pi,gpio10,1,2026-04-17T03:47:26.978Z,20747
,raspberry-pi,gpio17,0,2026-04-17T03:47:31.171Z,11635
,raspberry-pi,gpio17,1,2026-04-17T03:47:31.728Z,567
,raspberry-pi,gpio17,0,2026-04-17T03:47:36.879Z,5014
,raspberry-pi,gpio17,1,2026-04-17T03:47:38.610Z,1866
,raspberry-pi,gpio6,1,2026-04-17T03:47:43.403Z,17141
,raspberry-pi,gpio6,0,2026-04-17T03:47:43.562Z,790
,raspberry-pi,gpio6,1,2026-04-17T03:47:43.581Z,153
,raspberry-pi,gpio6,0,2026-04-17T03:47:43.600Z,21
,raspberry-pi,gpio6,1,2026-04-17T03:47:43.607Z,16
,raspberry-pi,gpio6,0,2026-04-17T03:47:43.612Z,8
,raspberry-pi,gpio6,1,2026-04-17T03:47:43.628Z,5
,raspberry-pi,gpio6,0,2026-04-17T03:47:43.647Z,17
,raspberry-pi,gpio6,1,2026-04-17T03:47:43.834Z,18
,raspberry-pi,gpio6,0,2026-04-17T03:47:43.839Z,187
,raspberry-pi,gpio6,1,2026-04-17T03:47:43.844Z,4
,raspberry-pi,gpio6,0,2026-04-17T03:47:43.869Z,7
,raspberry-pi,gpio6,1,2026-04-17T03:47:43.875Z,24
,raspberry-pi,gpio6,0,2026-04-17T03:47:43.880Z,6
,raspberry-pi,gpio6,1,2026-04-17T03:47:43.907Z,6
,raspberry-pi,gpio6,0,2026-04-17T03:47:43.935Z,27
,raspberry-pi,gpio26,1,2026-04-17T03:47:44.336Z,18417
,raspberry-pi,gpio6,1,2026-04-17T03:47:44.355Z,433
,raspberry-pi,gpio6,0,2026-04-17T03:47:44.638Z,15
,raspberry-pi,gpio5,1,2026-04-17T03:47:44.736Z,18631
,raspberry-pi,gpio5,0,2026-04-17T03:47:44.867Z,99
,raspberry-pi,gpio26,0,2026-04-17T03:47:44.889Z,536
,raspberry-pi,gpio26,1,2026-04-17T03:47:45.006Z,133
,raspberry-pi,gpio5,1,2026-04-17T03:47:45.041Z,270
,raspberry-pi,gpio26,0,2026-04-17T03:47:45.095Z,46
,raspberry-pi,gpio5,0,2026-04-17T03:47:45.166Z,86
,raspberry-pi,gpio22,0,2026-04-17T03:47:48.752Z,56186
,raspberry-pi,gpio17,0,2026-04-17T03:47:50.182Z,11544
,raspberry-pi,gpio17,1,2026-04-17T03:47:50.651Z,498
,raspberry-pi,gpio25,0,2026-04-17T03:47:52.663Z,300546
,raspberry-pi,gpio17,0,2026-04-17T03:47:56.122Z,5435
,raspberry-pi,gpio17,1,2026-04-17T03:47:57.690Z,1604
,raspberry-pi,gpio6,1,2026-04-17T03:48:02.494Z,17343
,raspberry-pi,gpio6,0,2026-04-17T03:48:02.662Z,799
,raspberry-pi,gpio6,1,2026-04-17T03:48:02.678Z,164
,raspberry-pi,gpio6,0,2026-04-17T03:48:02.683Z,16
,raspberry-pi,gpio6,1,2026-04-17T03:48:02.696Z,6
,raspberry-pi,gpio6,0,2026-04-17T03:48:02.700Z,10
,raspberry-pi,gpio6,1,2026-04-17T03:48:02.722Z,7
,raspberry-pi,gpio6,0,2026-04-17T03:48:02.925Z,22
,raspberry-pi,gpio6,1,2026-04-17T03:48:02.939Z,210
,raspberry-pi,gpio6,0,2026-04-17T03:48:03.007Z,7
,raspberry-pi,gpio6,1,2026-04-17T03:48:03.011Z,66
,raspberry-pi,gpio6,0,2026-04-17T03:48:03.017Z,5
,raspberry-pi,gpio26,1,2026-04-17T03:48:03.432Z,18381
,raspberry-pi,gpio6,1,2026-04-17T03:48:03.456Z,425
,raspberry-pi,gpio6,0,2026-04-17T03:48:03.632Z,22
,raspberry-pi,gpio6,1,2026-04-17T03:48:03.657Z,176
,raspberry-pi,gpio6,0,2026-04-17T03:48:03.674Z,24
,raspberry-pi,gpio5,1,2026-04-17T03:48:03.762Z,18578
,raspberry-pi,gpio5,0,2026-04-17T03:48:03.914Z,92
,raspberry-pi,gpio26,0,2026-04-17T03:48:03.984Z,487
,raspberry-pi,gpio26,1,2026-04-17T03:48:04.095Z,176
,raspberry-pi,gpio5,1,2026-04-17T03:48:04.175Z,404
,raspberry-pi,gpio26,0,2026-04-17T03:48:04.182Z,87
,raspberry-pi,gpio5,0,2026-04-17T03:48:04.262Z,14
,raspberry-pi,gpio17,0,2026-04-17T03:48:09.242Z,10583
,raspberry-pi,gpio22,1,2026-04-17T03:48:09.831Z,21080
,raspberry-pi,gpio17,1,2026-04-17T03:48:09.849Z,1576
,raspberry-pi,gpio17,0,2026-04-17T03:48:14.877Z,4995
,raspberry-pi,gpio17,1,2026-04-17T03:48:16.808Z,1964
,raspberry-pi,gpio6,1,2026-04-17T03:48:21.594Z,17161
,raspberry-pi,gpio6,0,2026-04-17T03:48:21.770Z,779
,raspberry-pi,gpio6,1,2026-04-17T03:48:21.861Z,173
,raspberry-pi,gpio6,0,2026-04-17T03:48:22.061Z,92
,raspberry-pi,gpio26,1,2026-04-17T03:48:22.513Z,18330
,raspberry-pi,gpio6,1,2026-04-17T03:48:22.529Z,653
,raspberry-pi,gpio6,0,2026-04-17T03:48:22.777Z,14
,raspberry-pi,gpio5,1,2026-04-17T03:48:22.784Z,18595
,raspberry-pi,gpio6,1,2026-04-17T03:48:22.787Z,252
,raspberry-pi,gpio6,0,2026-04-17T03:48:22.830Z,5
,raspberry-pi,gpio5,0,2026-04-17T03:48:23.044Z,50
,raspberry-pi,gpio26,0,2026-04-17T03:48:23.080Z,537
,raspberry-pi,gpio26,1,2026-04-17T03:48:23.196Z,36
,raspberry-pi,gpio5,1,2026-04-17T03:48:23.268Z,433
,raspberry-pi,gpio26,0,2026-04-17T03:48:23.285Z,191
,raspberry-pi,gpio5,0,2026-04-17T03:48:23.372Z,22
,raspberry-pi,gpio17,0,2026-04-17T03:48:28.279Z,11450
,raspberry-pi,gpio17,1,2026-04-17T03:48:28.650Z,392
,raspberry-pi,gpio10,0,2026-04-17T03:48:30.433Z,63446
,raspberry-pi,gpio17,0,2026-04-17T03:48:34.281Z,5614
,raspberry-pi,gpio17,1,2026-04-17T03:48:35.892Z,1626
,raspberry-pi,gpio6,1,2026-04-17T03:48:40.680Z,17114
,raspberry-pi,gpio6,0,2026-04-17T03:48:40.876Z,784
,raspberry-pi,gpio6,1,2026-04-17T03:48:40.882Z,191
,raspberry-pi,gpio6,0,2026-04-17T03:48:40.894Z,6
,raspberry-pi,gpio26,1,2026-04-17T03:48:41.616Z,18340
,raspberry-pi,gpio6,1,2026-04-17T03:48:41.642Z,739
,raspberry-pi,gpio6,0,2026-04-17T03:48:41.866Z,23
,raspberry-pi,gpio26,0,2026-04-17T03:48:42.173Z,258
,raspberry-pi,gpio26,1,2026-04-17T03:48:42.290Z,416
,raspberry-pi,gpio5,1,2026-04-17T03:48:42.331Z,19042
,raspberry-pi,gpio26,0,2026-04-17T03:48:42.368Z,51
,raspberry-pi,gpio5,0,2026-04-17T03:48:42.453Z,42
,raspberry-pi,gpio17,0,2026-04-17T03:48:47.496Z,11576
,raspberry-pi,gpio17,1,2026-04-17T03:48:47.812Z,347
,raspberry-pi,gpio17,0,2026-04-17T03:48:53.482Z,5634
,raspberry-pi,gpio17,1,2026-04-17T03:48:54.971Z,1523
,raspberry-pi,gpio6,1,2026-04-17T03:48:59.779Z,17339
,raspberry-pi,gpio6,0,2026-04-17T03:48:59.950Z,802
,raspberry-pi,gpio6,1,2026-04-17T03:48:59.988Z,166
,raspberry-pi,gpio6,0,2026-04-17T03:48:59.994Z,37
,raspberry-pi,gpio6,1,2026-04-17T03:49:00.197Z,9
,raspberry-pi,gpio5,1,2026-04-17T03:49:00.223Z,17850
,raspberry-pi,gpio5,0,2026-04-17T03:49:00.242Z,9
,raspberry-pi,gpio6,0,2026-04-17T03:49:00.252Z,244
,raspberry-pi,gpio6,1,2026-04-17T03:49:00.272Z,11
,raspberry-pi,gpio6,0,2026-04-17T03:49:00.281Z,22
,raspberry-pi,gpio6,1,2026-04-17T03:49:00.301Z,6
,raspberry-pi,gpio6,0,2026-04-17T03:49:00.310Z,22
,raspberry-pi,gpio10,1,2026-04-17T03:49:00.443Z,29892
,raspberry-pi,gpio26,1,2026-04-17T03:49:00.717Z,18376
,raspberry-pi,gpio6,1,2026-04-17T03:49:00.748Z,441
,raspberry-pi,gpio6,0,2026-04-17T03:49:00.967Z,5
,raspberry-pi,gpio6,1,2026-04-17T03:49:01.002Z,221
,raspberry-pi,gpio6,0,2026-04-17T03:49:01.010Z,35
,raspberry-pi,gpio5,1,2026-04-17T03:49:01.035Z,783
,raspberry-pi,gpio5,0,2026-04-17T03:49:01.187Z,28
,raspberry-pi,gpio5,1,2026-04-17T03:49:01.425Z,149
,raspberry-pi,gpio5,0,2026-04-17T03:49:01.542Z,243
,raspberry-pi,gpio26,0,2026-04-17T03:49:01.547Z,830
,raspberry-pi,gpio17,0,2026-04-17T03:49:06.541Z,10588
,raspberry-pi,gpio17,1,2026-04-17T03:49:07.091Z,1532
,raspberry-pi,gpio22,0,2026-04-17T03:49:07.430Z,57567
,raspberry-pi,gpio17,0,2026-04-17T03:49:12.364Z,5237
,raspberry-pi,gpio17,1,2026-04-17T03:49:14.091Z,1763
,raspberry-pi,gpio6,1,2026-04-17T03:49:18.875Z,17866
,raspberry-pi,gpio6,0,2026-04-17T03:49:19.049Z,8
,raspberry-pi,gpio6,1,2026-04-17T03:49:19.069Z,170
,raspberry-pi,gpio6,0,2026-04-17T03:49:19.075Z,22
,raspberry-pi,gpio6,1,2026-04-17T03:49:19.121Z,5
,raspberry-pi,gpio6,0,2026-04-17T03:49:19.126Z,46
,raspberry-pi,gpio6,1,2026-04-17T03:49:19.217Z,6
,raspberry-pi,gpio6,0,2026-04-17T03:49:19.262Z,91
,raspberry-pi,gpio6,1,2026-04-17T03:49:19.275Z,43
,raspberry-pi,gpio6,0,2026-04-17T03:49:19.297Z,16
,raspberry-pi,gpio6,1,2026-04-17T03:49:19.475Z,19
,raspberry-pi,gpio6,0,2026-04-17T03:49:19.490Z,182
,raspberry-pi,gpio26,1,2026-04-17T03:49:19.824Z,18277
,raspberry-pi,gpio6,1,2026-04-17T03:49:19.850Z,352
,raspberry-pi,gpio5,1,2026-04-17T03:49:20.053Z,18617
,raspberry-pi,gpio6,0,2026-04-17T03:49:20.074Z,230
,raspberry-pi,gpio26,0,2026-04-17T03:49:20.371Z,255
,raspberry-pi,gpio5,0,2026-04-17T03:49:20.393Z,324
,raspberry-pi,gpio26,1,2026-04-17T03:49:20.483Z,319
,raspberry-pi,gpio5,1,2026-04-17T03:49:20.573Z,117
,raspberry-pi,gpio26,0,2026-04-17T03:49:20.597Z,184
,raspberry-pi,gpio5,0,2026-04-17T03:49:20.642Z,109
