test,device,signal,value,timestamp,delta
1,,,,,
,raspberry-pi,gpio5,1,2026-04-16T12:17:34.914Z,484
,raspberry-pi,gpio5,0,2026-04-16T12:17:34.972Z,8
,raspberry-pi,gpio17,0,2026-04-16T12:17:40.170Z,11745
,raspberry-pi,gpio17,1,2026-04-16T12:17:47.537Z,7373
,raspberry-pi,gpio6,1,2026-04-16T12:17:52.267Z,17335
,raspberry-pi,gpio6,0,2026-04-16T12:17:52.495Z,724
,raspberry-pi,gpio6,1,2026-04-16T12:17:52.516Z,238
,raspberry-pi,gpio6,0,2026-04-16T12:17:52.520Z,5
,raspberry-pi,gpio6,1,2026-04-16T12:17:52.535Z,15
,raspberry-pi,gpio6,0,2026-04-16T12:17:52.569Z,7
,raspberry-pi,gpio6,1,2026-04-16T12:17:52.574Z,31
,raspberry-pi,gpio6,0,2026-04-16T12:17:52.739Z,7
,raspberry-pi,gpio6,1,2026-04-16T12:17:52.766Z,164
,raspberry-pi,gpio6,0,2026-04-16T12:17:52.774Z,28
,raspberry-pi,gpio6,1,2026-04-16T12:17:52.795Z,23
,raspberry-pi,gpio6,0,2026-04-16T12:17:52.818Z,6
,raspberry-pi,gpio26,1,2026-04-16T12:17:53.268Z,18438
,raspberry-pi,gpio6,1,2026-04-16T12:17:53.302Z,476
,raspberry-pi,gpio6,0,2026-04-16T12:17:53.441Z,34
,raspberry-pi,gpio26,0,2026-04-16T12:17:53.805Z,178
,raspberry-pi,gpio26,1,2026-04-16T12:17:53.909Z,463
,raspberry-pi,gpio26,0,2026-04-16T12:17:53.989Z,9
,raspberry-pi,gpio5,1,2026-04-16T12:17:54.000Z,19078
,raspberry-pi,gpio5,0,2026-04-16T12:17:54.060Z,7
,raspberry-pi,gpio17,0,2026-04-16T12:17:59.089Z,11514
,raspberry-pi,gpio17,1,2026-04-16T12:18:06.615Z,7564
,raspberry-pi,gpio6,1,2026-04-16T12:18:11.363Z,17318
,raspberry-pi,gpio6,0,2026-04-16T12:18:11.805Z,745
,raspberry-pi,gpio6,1,2026-04-16T12:18:11.812Z,438
,raspberry-pi,gpio6,0,2026-04-16T12:18:11.869Z,7
,raspberry-pi,gpio6,1,2026-04-16T12:18:11.877Z,54
,raspberry-pi,gpio6,0,2026-04-16T12:18:11.921Z,10
,raspberry-pi,gpio26,1,2026-04-16T12:18:12.373Z,18455
,raspberry-pi,gpio6,1,2026-04-16T12:18:12.399Z,502
,raspberry-pi,gpio6,0,2026-04-16T12:18:12.537Z,21
,raspberry-pi,gpio26,0,2026-04-16T12:18:12.905Z,169
,raspberry-pi,gpio26,1,2026-04-16T12:18:13.011Z,368
,raspberry-pi,gpio5,1,2026-04-16T12:18:13.097Z,19090
,raspberry-pi,gpio26,0,2026-04-16T12:18:13.102Z,187
,raspberry-pi,gpio5,0,2026-04-16T12:18:13.161Z,14
,raspberry-pi,gpio17,0,2026-04-16T12:18:18.166Z,11544
,raspberry-pi,gpio17,1,2026-04-16T12:18:25.731Z,7572
,raspberry-pi,gpio6,1,2026-04-16T12:18:30.463Z,17342
,raspberry-pi,gpio6,0,2026-04-16T12:18:30.746Z,725
,raspberry-pi,gpio6,1,2026-04-16T12:18:30.753Z,278
,raspberry-pi,gpio6,0,2026-04-16T12:18:30.758Z,7
,raspberry-pi,gpio6,1,2026-04-16T12:18:30.766Z,8
,raspberry-pi,gpio6,0,2026-04-16T12:18:30.770Z,4
,raspberry-pi,gpio6,1,2026-04-16T12:18:30.779Z,5
,raspberry-pi,gpio6,0,2026-04-16T12:18:30.787Z,11
,raspberry-pi,gpio6,1,2026-04-16T12:18:30.806Z,5
,raspberry-pi,gpio6,0,2026-04-16T12:18:31.018Z,20
,raspberry-pi,gpio6,1,2026-04-16T12:18:31.024Z,212
,raspberry-pi,gpio6,0,2026-04-16T12:18:31.109Z,5
,raspberry-pi,gpio6,1,2026-04-16T12:18:31.350Z,86
,raspberry-pi,gpio6,0,2026-04-16T12:18:31.359Z,243
,raspberry-pi,gpio26,1,2026-04-16T12:18:31.471Z,18374
,raspberry-pi,gpio6,1,2026-04-16T12:18:31.497Z,140
,raspberry-pi,gpio6,0,2026-04-16T12:18:31.668Z,7
,raspberry-pi,gpio26,0,2026-04-16T12:18:32.006Z,202
,raspberry-pi,gpio26,1,2026-04-16T12:18:32.102Z,428
,raspberry-pi,gpio5,1,2026-04-16T12:18:32.187Z,19076
,raspberry-pi,gpio26,0,2026-04-16T12:18:32.201Z,95
,raspberry-pi,gpio5,0,2026-04-16T12:18:32.251Z,18
,raspberry-pi,gpio17,0,2026-04-16T12:18:37.183Z,10532
,raspberry-pi,gpio17,1,2026-04-16T12:18:44.811Z,8549
,raspberry-pi,gpio6,1,2026-04-16T12:18:49.554Z,17323
,raspberry-pi,gpio6,0,2026-04-16T12:18:49.845Z,737
,raspberry-pi,gpio6,1,2026-04-16T12:18:50.009Z,285
,raspberry-pi,gpio6,0,2026-04-16T12:18:50.069Z,168
,raspberry-pi,gpio6,1,2026-04-16T12:18:50.074Z,57
,raspberry-pi,gpio6,0,2026-04-16T12:18:50.114Z,7
,raspberry-pi,gpio6,1,2026-04-16T12:18:50.119Z,37
,raspberry-pi,gpio6,0,2026-04-16T12:18:50.123Z,5
,raspberry-pi,gpio26,1,2026-04-16T12:18:50.575Z,18379
,raspberry-pi,gpio6,1,2026-04-16T12:18:50.598Z,474
,raspberry-pi,gpio6,0,2026-04-16T12:18:50.735Z,7
,raspberry-pi,gpio5,1,2026-04-16T12:18:50.899Z,18694
,raspberry-pi,gpio5,0,2026-04-16T12:18:50.986Z,9
,raspberry-pi,gpio26,0,2026-04-16T12:18:51.105Z,415
,raspberry-pi,gpio26,1,2026-04-16T12:18:51.203Z,213
,raspberry-pi,gpio5,1,2026-04-16T12:18:51.295Z,305
,raspberry-pi,gpio26,0,2026-04-16T12:18:51.300Z,97
,raspberry-pi,gpio5,0,2026-04-16T12:18:51.352Z,95
,raspberry-pi,gpio17,0,2026-04-16T12:18:56.781Z,11953
,raspberry-pi,gpio17,1,2026-04-16T12:19:03.896Z,7132
,raspberry-pi,gpio6,1,2026-04-16T12:19:08.647Z,17307
,raspberry-pi,gpio6,0,2026-04-16T12:19:08.960Z,749
,raspberry-pi,gpio6,1,2026-04-16T12:19:08.968Z,305
,raspberry-pi,gpio6,0,2026-04-16T12:19:08.987Z,10
,raspberry-pi,gpio6,1,2026-04-16T12:19:09.007Z,15
,raspberry-pi,gpio6,0,2026-04-16T12:19:09.149Z,23
,raspberry-pi,gpio6,1,2026-04-16T12:19:09.172Z,141
,raspberry-pi,gpio6,0,2026-04-16T12:19:09.215Z,24
,raspberry-pi,gpio26,1,2026-04-16T12:19:09.657Z,18356
,raspberry-pi,gpio6,1,2026-04-16T12:19:09.680Z,502
,raspberry-pi,gpio6,0,2026-04-16T12:19:09.862Z,8
,raspberry-pi,gpio26,0,2026-04-16T12:19:10.195Z,211
,raspberry-pi,gpio26,1,2026-04-16T12:19:10.294Z,427
,raspberry-pi,gpio5,1,2026-04-16T12:19:10.384Z,19076
,raspberry-pi,gpio26,0,2026-04-16T12:19:10.393Z,98
,raspberry-pi,gpio5,0,2026-04-16T12:19:10.441Z,14
,raspberry-pi,gpio17,0,2026-04-16T12:19:15.582Z,11677
,raspberry-pi,gpio17,1,2026-04-16T12:19:22.983Z,7410
,raspberry-pi,gpio6,1,2026-04-16T12:19:27.752Z,17311
,raspberry-pi,gpio6,0,2026-04-16T12:19:28.042Z,764
,raspberry-pi,gpio6,1,2026-04-16T12:19:28.073Z,309
,raspberry-pi,gpio6,0,2026-04-16T12:19:28.077Z,5
,raspberry-pi,gpio6,1,2026-04-16T12:19:28.101Z,6
,raspberry-pi,gpio6,0,2026-04-16T12:19:28.119Z,24
,raspberry-pi,gpio6,1,2026-04-16T12:19:28.141Z,17
,raspberry-pi,gpio6,0,2026-04-16T12:19:28.157Z,24
,raspberry-pi,gpio6,1,2026-04-16T12:19:28.182Z,13
,raspberry-pi,gpio6,0,2026-04-16T12:19:28.249Z,28
,raspberry-pi,gpio6,1,2026-04-16T12:19:28.264Z,65
,raspberry-pi,gpio6,0,2026-04-16T12:19:28.310Z,16
,raspberry-pi,gpio6,1,2026-04-16T12:19:28.404Z,47
,raspberry-pi,gpio6,0,2026-04-16T12:19:28.415Z,94
,raspberry-pi,gpio26,1,2026-04-16T12:19:28.753Z,18361
,raspberry-pi,gpio6,1,2026-04-16T12:19:28.783Z,352
,raspberry-pi,gpio6,0,2026-04-16T12:19:28.917Z,28
,raspberry-pi,gpio26,0,2026-04-16T12:19:29.286Z,169
,raspberry-pi,gpio26,1,2026-04-16T12:19:29.389Z,467
,raspberry-pi,gpio5,1,2026-04-16T12:19:29.468Z,19069
,raspberry-pi,gpio26,0,2026-04-16T12:19:29.486Z,87
,raspberry-pi,gpio5,0,2026-04-16T12:19:29.542Z,23
,raspberry-pi,gpio17,0,2026-04-16T12:19:34.814Z,11570
,raspberry-pi,gpio17,1,2026-04-16T12:19:42.104Z,7550
,raspberry-pi,gpio25,0,2026-04-16T12:19:42.997Z,300690
,raspberry-pi,gpio6,1,2026-04-16T12:19:46.844Z,17215
,raspberry-pi,gpio6,0,2026-04-16T12:19:47.094Z,848
,raspberry-pi,gpio6,1,2026-04-16T12:19:47.110Z,244
,raspberry-pi,gpio6,0,2026-04-16T12:19:47.234Z,20
,raspberry-pi,gpio6,1,2026-04-16T12:19:47.334Z,122
,raspberry-pi,gpio6,0,2026-04-16T12:19:47.363Z,101
,raspberry-pi,gpio6,1,2026-04-16T12:19:47.367Z,26
,raspberry-pi,gpio6,0,2026-04-16T12:19:47.388Z,6
,raspberry-pi,gpio6,1,2026-04-16T12:19:47.392Z,18
,raspberry-pi,gpio6,0,2026-04-16T12:19:47.397Z,6
,raspberry-pi,gpio26,1,2026-04-16T12:19:47.833Z,18356
,raspberry-pi,gpio6,1,2026-04-16T12:19:47.862Z,445
,raspberry-pi,gpio6,0,2026-04-16T12:19:48.028Z,29
,raspberry-pi,gpio26,0,2026-04-16T12:19:48.379Z,201
,raspberry-pi,gpio26,1,2026-04-16T12:19:48.481Z,448
,raspberry-pi,gpio5,1,2026-04-16T12:19:48.570Z,19080
,raspberry-pi,gpio26,0,2026-04-16T12:19:48.575Z,89
,raspberry-pi,gpio5,0,2026-04-16T12:19:48.631Z,14
,raspberry-pi,gpio17,0,2026-04-16T12:19:53.740Z,11628
,raspberry-pi,gpio17,1,2026-04-16T12:20:01.176Z,7443
,raspberry-pi,gpio6,1,2026-04-16T12:20:05.942Z,17327
,raspberry-pi,gpio6,0,2026-04-16T12:20:06.248Z,754
,raspberry-pi,gpio6,1,2026-04-16T12:20:06.268Z,301
,raspberry-pi,gpio6,0,2026-04-16T12:20:06.280Z,23
,raspberry-pi,gpio6,1,2026-04-16T12:20:06.383Z,8
,raspberry-pi,gpio6,0,2026-04-16T12:20:06.460Z,106
,raspberry-pi,gpio6,1,2026-04-16T12:20:06.465Z,74
,raspberry-pi,gpio6,0,2026-04-16T12:20:06.499Z,7
,raspberry-pi,gpio26,1,2026-04-16T12:20:06.937Z,18366
,raspberry-pi,gpio6,1,2026-04-16T12:20:06.965Z,476
,raspberry-pi,gpio6,0,2026-04-16T12:20:07.104Z,26
,raspberry-pi,gpio26,0,2026-04-16T12:20:07.474Z,173
,raspberry-pi,gpio26,1,2026-04-16T12:20:07.574Z,465
,raspberry-pi,gpio26,0,2026-04-16T12:20:07.670Z,10
,raspberry-pi,gpio5,1,2026-04-16T12:20:07.675Z,19091
,raspberry-pi,gpio5,0,2026-04-16T12:20:07.731Z,8
,raspberry-pi,gpio17,0,2026-04-16T12:20:12.838Z,11655
,raspberry-pi,gpio17,1,2026-04-16T12:20:20.292Z,7461
,raspberry-pi,gpio6,1,2026-04-16T12:20:25.043Z,17336
,raspberry-pi,gpio6,0,2026-04-16T12:20:25.349Z,743
,raspberry-pi,gpio6,1,2026-04-16T12:20:25.354Z,302
,raspberry-pi,gpio6,0,2026-04-16T12:20:25.407Z,6
,raspberry-pi,gpio6,1,2026-04-16T12:20:25.412Z,51
,raspberry-pi,gpio6,0,2026-04-16T12:20:25.432Z,8
,raspberry-pi,gpio6,1,2026-04-16T12:20:25.454Z,17
,raspberry-pi,gpio6,0,2026-04-16T12:20:25.470Z,24
,raspberry-pi,gpio6,1,2026-04-16T12:20:25.479Z,18
,raspberry-pi,gpio6,0,2026-04-16T12:20:25.511Z,6
,raspberry-pi,gpio6,1,2026-04-16T12:20:25.529Z,44
,raspberry-pi,gpio6,0,2026-04-16T12:20:25.533Z,5
,raspberry-pi,gpio6,1,2026-04-16T12:20:25.560Z,6
,raspberry-pi,gpio6,0,2026-04-16T12:20:25.578Z,28
,raspberry-pi,gpio26,1,2026-04-16T12:20:26.011Z,18426
,raspberry-pi,gpio6,1,2026-04-16T12:20:26.050Z,453
,raspberry-pi,gpio6,0,2026-04-16T12:20:26.154Z,36
,raspberry-pi,gpio6,1,2026-04-16T12:20:26.180Z,124
,raspberry-pi,gpio6,0,2026-04-16T12:20:26.191Z,7
,raspberry-pi,gpio26,0,2026-04-16T12:20:26.561Z,186
,raspberry-pi,gpio26,1,2026-04-16T12:20:26.657Z,460
,raspberry-pi,gpio5,1,2026-04-16T12:20:26.758Z,19075
,raspberry-pi,gpio26,0,2026-04-16T12:20:26.778Z,110
,raspberry-pi,gpio5,0,2026-04-16T12:20:26.815Z,24
,raspberry-pi,gpio17,0,2026-04-16T12:20:31.857Z,11546
,raspberry-pi,gpio17,1,2026-04-16T12:20:39.368Z,7531
,raspberry-pi,gpio6,1,2026-04-16T12:20:44.143Z,17196
,raspberry-pi,gpio6,0,2026-04-16T12:20:44.503Z,770
,raspberry-pi,gpio6,1,2026-04-16T12:20:44.556Z,354
,raspberry-pi,gpio6,0,2026-04-16T12:20:44.568Z,55
,raspberry-pi,gpio6,1,2026-04-16T12:20:44.584Z,10
,raspberry-pi,gpio6,0,2026-04-16T12:20:44.588Z,16
,raspberry-pi,gpio6,1,2026-04-16T12:20:44.615Z,27
,raspberry-pi,gpio6,0,2026-04-16T12:20:44.630Z,6
,raspberry-pi,gpio6,1,2026-04-16T12:20:44.649Z,27
,raspberry-pi,gpio6,0,2026-04-16T12:20:44.688Z,7
,raspberry-pi,gpio26,1,2026-04-16T12:20:45.109Z,18343
,raspberry-pi,gpio6,1,2026-04-16T12:20:45.135Z,464
,raspberry-pi,gpio6,0,2026-04-16T12:20:45.263Z,21
,raspberry-pi,gpio26,0,2026-04-16T12:20:45.658Z,161
,raspberry-pi,gpio26,1,2026-04-16T12:20:45.739Z,392
,raspberry-pi,gpio26,0,2026-04-16T12:20:45.837Z,86
,raspberry-pi,gpio5,1,2026-04-16T12:20:45.852Z,19069
,raspberry-pi,gpio5,0,2026-04-16T12:20:45.912Z,8
,raspberry-pi,gpio22,1,2026-04-16T12:20:50.037Z,218680
,raspberry-pi,gpio17,0,2026-04-16T12:20:50.931Z,11548
,raspberry-pi,gpio17,1,2026-04-16T12:20:58.482Z,7566
,raspberry-pi,gpio6,1,2026-04-16T12:21:03.250Z,17152
,raspberry-pi,gpio10,1,2026-04-16T12:21:03.330Z,256907
,raspberry-pi,gpio6,0,2026-04-16T12:21:03.546Z,1046
,raspberry-pi,gpio6,1,2026-04-16T12:21:03.561Z,222
,raspberry-pi,gpio6,0,2026-04-16T12:21:03.618Z,6
,raspberry-pi,gpio6,1,2026-04-16T12:21:03.635Z,56
,raspberry-pi,gpio6,0,2026-04-16T12:21:03.646Z,19
,raspberry-pi,gpio6,1,2026-04-16T12:21:03.651Z,10
,raspberry-pi,gpio6,0,2026-04-16T12:21:03.665Z,4
,raspberry-pi,gpio6,1,2026-04-16T12:21:03.697Z,14
,raspberry-pi,gpio6,0,2026-04-16T12:21:03.708Z,34
,raspberry-pi,gpio6,1,2026-04-16T12:21:03.759Z,55
,raspberry-pi,gpio6,0,2026-04-16T12:21:03.782Z,5
,raspberry-pi,gpio26,1,2026-04-16T12:21:04.192Z,18444
,raspberry-pi,gpio6,1,2026-04-16T12:21:04.219Z,439
,raspberry-pi,gpio6,0,2026-04-16T12:21:04.328Z,24
,raspberry-pi,gpio6,1,2026-04-16T12:21:04.359Z,109
,raspberry-pi,gpio6,0,2026-04-16T12:21:04.374Z,32
,raspberry-pi,gpio5,1,2026-04-16T12:21:04.501Z,18642
,raspberry-pi,gpio5,0,2026-04-16T12:21:04.530Z,8
,raspberry-pi,gpio5,1,2026-04-16T12:21:04.570Z,26
,raspberry-pi,gpio5,0,2026-04-16T12:21:04.678Z,42
,raspberry-pi,gpio26,0,2026-04-16T12:21:04.747Z,491
,raspberry-pi,gpio26,1,2026-04-16T12:21:04.858Z,174
,raspberry-pi,gpio5,1,2026-04-16T12:21:04.940Z,363
,raspberry-pi,gpio26,0,2026-04-16T12:21:04.946Z,83
,raspberry-pi,gpio5,0,2026-04-16T12:21:05.013Z,14
,raspberry-pi,gpio17,0,2026-04-16T12:21:10.090Z,11574
,raspberry-pi,gpio22,0,2026-04-16T12:21:12.056Z,21063
,raspberry-pi,gpio17,1,2026-04-16T12:21:17.557Z,7500
,raspberry-pi,gpio6,1,2026-04-16T12:21:22.350Z,17208
,raspberry-pi,gpio6,0,2026-04-16T12:21:22.558Z,784
,raspberry-pi,gpio6,1,2026-04-16T12:21:22.563Z,204
,raspberry-pi,gpio6,0,2026-04-16T12:21:22.573Z,6
,raspberry-pi,gpio6,1,2026-04-16T12:21:22.641Z,7
,raspberry-pi,gpio6,0,2026-04-16T12:21:22.648Z,72
,raspberry-pi,gpio6,1,2026-04-16T12:21:22.701Z,5
,raspberry-pi,gpio6,0,2026-04-16T12:21:22.879Z,53
,raspberry-pi,gpio6,1,2026-04-16T12:21:22.901Z,179
,raspberry-pi,gpio6,0,2026-04-16T12:21:22.906Z,20
,raspberry-pi,gpio26,1,2026-04-16T12:21:23.295Z,18355
,raspberry-pi,gpio6,1,2026-04-16T12:21:23.324Z,399
,raspberry-pi,gpio6,0,2026-04-16T12:21:23.457Z,27
,raspberry-pi,gpio26,0,2026-04-16T12:21:23.840Z,169
,raspberry-pi,gpio26,1,2026-04-16T12:21:23.950Z,486
,raspberry-pi,gpio26,0,2026-04-16T12:21:24.032Z,10
,raspberry-pi,gpio5,1,2026-04-16T12:21:24.040Z,19086
,raspberry-pi,gpio5,0,2026-04-16T12:21:24.101Z,7
,raspberry-pi,gpio17,0,2026-04-16T12:21:29.108Z,10616
,raspberry-pi,gpio17,1,2026-04-16T12:21:36.671Z,8499
,raspberry-pi,gpio10,0,2026-04-16T12:21:41.153Z,37362
,raspberry-pi,gpio6,1,2026-04-16T12:21:41.446Z,17833
,raspberry-pi,gpio6,0,2026-04-16T12:21:41.719Z,289
,raspberry-pi,gpio6,1,2026-04-16T12:21:41.759Z,271
,raspberry-pi,gpio6,0,2026-04-16T12:21:41.921Z,42
,raspberry-pi,gpio6,1,2026-04-16T12:21:41.930Z,160
,raspberry-pi,gpio6,0,2026-04-16T12:21:41.981Z,11
,raspberry-pi,gpio26,1,2026-04-16T12:21:42.386Z,18425
,raspberry-pi,gpio6,1,2026-04-16T12:21:42.417Z,479
,raspberry-pi,gpio6,0,2026-04-16T12:21:42.569Z,5
,raspberry-pi,gpio5,1,2026-04-16T12:21:42.756Z,18709
,raspberry-pi,gpio5,0,2026-04-16T12:21:42.865Z,25
,raspberry-pi,gpio26,0,2026-04-16T12:21:42.936Z,485
,raspberry-pi,gpio26,1,2026-04-16T12:21:43.041Z,71
,raspberry-pi,gpio26,0,2026-04-16T12:21:43.123Z,109
,raspberry-pi,gpio5,1,2026-04-16T12:21:43.134Z,353
,raspberry-pi,gpio5,0,2026-04-16T12:21:43.203Z,7
,raspberry-pi,gpio17,0,2026-04-16T12:21:48.312Z,11629
,raspberry-pi,gpio17,1,2026-04-16T12:21:55.744Z,7444
,raspberry-pi,gpio6,1,2026-04-16T12:22:00.531Z,17339
,raspberry-pi,gpio6,0,2026-04-16T12:22:01.000Z,780
,raspberry-pi,gpio6,1,2026-04-16T12:22:01.007Z,465
,raspberry-pi,gpio6,0,2026-04-16T12:22:01.063Z,9
,raspberry-pi,gpio26,1,2026-04-16T12:22:01.483Z,18433
,raspberry-pi,gpio6,1,2026-04-16T12:22:01.509Z,478
,raspberry-pi,gpio6,0,2026-04-16T12:22:01.676Z,24
,raspberry-pi,gpio26,0,2026-04-16T12:22:02.035Z,200
,raspberry-pi,gpio26,1,2026-04-16T12:22:02.149Z,466
,raspberry-pi,gpio5,1,2026-04-16T12:22:02.215Z,19073
,raspberry-pi,gpio26,0,2026-04-16T12:22:02.230Z,74
,raspberry-pi,gpio5,0,2026-04-16T12:22:02.298Z,20
,raspberry-pi,gpio10,1,2026-04-16T12:22:03.453Z,22762
,raspberry-pi,gpio17,0,2026-04-16T12:22:07.307Z,11549
,raspberry-pi,gpio17,1,2026-04-16T12:22:14.855Z,7563
,raspberry-pi,gpio6,1,2026-04-16T12:22:19.628Z,17355
,raspberry-pi,gpio6,0,2026-04-16T12:22:20.174Z,767
,raspberry-pi,gpio26,1,2026-04-16T12:22:20.595Z,18372
,raspberry-pi,gpio6,1,2026-04-16T12:22:20.631Z,993
,raspberry-pi,gpio6,0,2026-04-16T12:22:20.796Z,6
,raspberry-pi,gpio5,1,2026-04-16T12:22:20.993Z,18759
,raspberry-pi,gpio5,0,2026-04-16T12:22:21.041Z,9
,raspberry-pi,gpio26,0,2026-04-16T12:22:21.140Z,449
,raspberry-pi,gpio26,1,2026-04-16T12:22:21.239Z,195
,raspberry-pi,gpio26,0,2026-04-16T12:22:21.334Z,10
,raspberry-pi,gpio5,1,2026-04-16T12:22:21.340Z,337
,raspberry-pi,gpio5,0,2026-04-16T12:22:21.393Z,9
,raspberry-pi,gpio17,0,2026-04-16T12:22:26.462Z,11578
,raspberry-pi,gpio17,1,2026-04-16T12:22:33.969Z,7535
,raspberry-pi,gpio10,0,2026-04-16T12:22:37.286Z,33815
,raspberry-pi,gpio6,1,2026-04-16T12:22:38.713Z,17657
,raspberry-pi,gpio6,0,2026-04-16T12:22:39.278Z,961
,raspberry-pi,gpio6,1,2026-04-16T12:22:39.348Z,27
,raspberry-pi,gpio6,0,2026-04-16T12:22:39.594Z,278
,raspberry-pi,gpio26,1,2026-04-16T12:22:39.715Z,18466
,raspberry-pi,gpio6,1,2026-04-16T12:22:39.744Z,166
,raspberry-pi,gpio6,0,2026-04-16T12:22:39.904Z,23
,raspberry-pi,gpio26,0,2026-04-16T12:22:40.247Z,194
,raspberry-pi,gpio26,1,2026-04-16T12:22:40.352Z,343
,raspberry-pi,gpio5,1,2026-04-16T12:22:40.444Z,19096
,raspberry-pi,gpio26,0,2026-04-16T12:22:40.449Z,192
,raspberry-pi,gpio5,0,2026-04-16T12:22:40.497Z,14
,raspberry-pi,gpio17,0,2026-04-16T12:22:45.688Z,11707
,raspberry-pi,gpio17,1,2026-04-16T12:22:53.039Z,7364
,raspberry-pi,gpio6,1,2026-04-16T12:22:57.818Z,17309
,raspberry-pi,gpio6,0,2026-04-16T12:22:58.065Z,771
,raspberry-pi,gpio6,1,2026-04-16T12:22:58.070Z,241
,raspberry-pi,gpio6,0,2026-04-16T12:22:58.192Z,19
,raspberry-pi,gpio6,1,2026-04-16T12:22:58.200Z,108
,raspberry-pi,gpio6,0,2026-04-16T12:22:58.263Z,9
,raspberry-pi,gpio6,1,2026-04-16T12:22:58.277Z,62
,raspberry-pi,gpio6,0,2026-04-16T12:22:58.304Z,16
,raspberry-pi,gpio6,1,2026-04-16T12:22:58.320Z,25
,raspberry-pi,gpio6,0,2026-04-16T12:22:58.359Z,17
,raspberry-pi,gpio26,1,2026-04-16T12:22:58.806Z,18361
,raspberry-pi,gpio6,1,2026-04-16T12:22:58.838Z,489
,raspberry-pi,gpio6,0,2026-04-16T12:22:58.987Z,30
,raspberry-pi,gpio5,1,2026-04-16T12:22:59.119Z,18661
,raspberry-pi,gpio5,0,2026-04-16T12:22:59.320Z,8
,raspberry-pi,gpio26,0,2026-04-16T12:22:59.342Z,520
,raspberry-pi,gpio26,1,2026-04-16T12:22:59.442Z,117
,raspberry-pi,gpio26,0,2026-04-16T12:22:59.535Z,8
,raspberry-pi,gpio5,1,2026-04-16T12:22:59.541Z,413
,raspberry-pi,gpio5,0,2026-04-16T12:22:59.592Z,9
,raspberry-pi,gpio17,0,2026-04-16T12:23:04.836Z,11788
,raspberry-pi,gpio17,1,2026-04-16T12:23:12.151Z,7322
,raspberry-pi,gpio6,1,2026-04-16T12:23:16.897Z,17322
,raspberry-pi,gpio6,0,2026-04-16T12:23:17.136Z,740
,raspberry-pi,gpio6,1,2026-04-16T12:23:17.155Z,247
,raspberry-pi,gpio6,0,2026-04-16T12:23:17.187Z,7
,raspberry-pi,gpio6,1,2026-04-16T12:23:17.214Z,31
,raspberry-pi,gpio6,0,2026-04-16T12:23:17.218Z,26
,raspberry-pi,gpio6,1,2026-04-16T12:23:17.318Z,100
,raspberry-pi,gpio6,0,2026-04-16T12:23:17.449Z,7
,raspberry-pi,gpio26,1,2026-04-16T12:23:17.911Z,18461
,raspberry-pi,gpio6,1,2026-04-16T12:23:17.937Z,599
,raspberry-pi,gpio6,0,2026-04-16T12:23:18.071Z,20
,raspberry-pi,gpio26,0,2026-04-16T12:23:18.443Z,165
,raspberry-pi,gpio26,1,2026-04-16T12:23:18.545Z,469
,raspberry-pi,gpio5,1,2026-04-16T12:23:18.638Z,19005
,raspberry-pi,gpio26,0,2026-04-16T12:23:18.643Z,9
,raspberry-pi,gpio5,0,2026-04-16T12:23:18.691Z,96
,raspberry-pi,gpio17,0,2026-04-16T12:23:23.917Z,11748
,raspberry-pi,gpio17,1,2026-04-16T12:23:31.226Z,7328
,raspberry-pi,gpio6,1,2026-04-16T12:23:35.996Z,17298
,raspberry-pi,gpio6,0,2026-04-16T12:23:36.231Z,764
,raspberry-pi,gpio6,1,2026-04-16T12:23:36.251Z,230
,raspberry-pi,gpio6,0,2026-04-16T12:23:36.262Z,22
,raspberry-pi,gpio6,1,2026-04-16T12:23:36.275Z,17
,raspberry-pi,gpio6,0,2026-04-16T12:23:36.279Z,4
,raspberry-pi,gpio6,1,2026-04-16T12:23:36.284Z,5
,raspberry-pi,gpio6,0,2026-04-16T12:23:36.366Z,5
,raspberry-pi,gpio6,1,2026-04-16T12:23:36.384Z,81
,raspberry-pi,gpio6,0,2026-04-16T12:23:36.406Z,21
,raspberry-pi,gpio6,1,2026-04-16T12:23:36.414Z,23
,raspberry-pi,gpio6,0,2026-04-16T12:23:36.499Z,5
,raspberry-pi,gpio6,1,2026-04-16T12:23:36.508Z,85
,raspberry-pi,gpio6,0,2026-04-16T12:23:36.554Z,10
,raspberry-pi,gpio26,1,2026-04-16T12:23:37.007Z,18005
,raspberry-pi,gpio6,1,2026-04-16T12:23:37.034Z,505
,raspberry-pi,gpio6,0,2026-04-16T12:23:37.176Z,24
,raspberry-pi,gpio5,1,2026-04-16T12:23:37.355Z,18704
,raspberry-pi,gpio5,0,2026-04-16T12:23:37.447Z,10
,raspberry-pi,gpio26,0,2026-04-16T12:23:37.542Z,893
,raspberry-pi,gpio26,1,2026-04-16T12:23:37.639Z,187
,raspberry-pi,gpio5,1,2026-04-16T12:23:37.730Z,285
,raspberry-pi,gpio26,0,2026-04-16T12:23:37.735Z,10
,raspberry-pi,gpio5,0,2026-04-16T12:23:37.784Z,110
,raspberry-pi,gpio17,0,2026-04-16T12:23:42.815Z,11571
,raspberry-pi,gpio22,1,2026-04-16T12:23:44.205Z,152726
,raspberry-pi,gpio17,1,2026-04-16T12:23:50.338Z,7542
,raspberry-pi,gpio6,1,2026-04-16T12:23:55.087Z,17311
,raspberry-pi,gpio6,0,2026-04-16T12:23:55.402Z,743
